"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","GDP","TOT","USD_CAP","A","2014",45995.001692,
"ISL","GDP","TOT","USD_CAP","A","2015",49203.294991,
"ISL","GDP","TOT","USD_CAP","A","2016",53486.615773,
"ISL","GDP","TOT","USD_CAP","A","2017",55638.491978,
"ISL","GDP","TOT","USD_CAP","A","2018",57201.173335,
"ISL","GDP","TOT","USD_CAP","A","2019",60517.607797,
"IRL","GDP","TOT","USD_CAP","A","2010",43206.63733,
"IRL","GDP","TOT","USD_CAP","A","2011",45132.175891,
"IRL","GDP","TOT","USD_CAP","A","2012",46304.784189,
"IRL","GDP","TOT","USD_CAP","A","2013",47836.18565,
"IRL","GDP","TOT","USD_CAP","A","2014",51296.92985,
"IRL","GDP","TOT","USD_CAP","A","2015",69305.538798,
"IRL","GDP","TOT","USD_CAP","A","2016",71505.746281,
"IRL","GDP","TOT","USD_CAP","A","2017",78252.205616,
"IRL","GDP","TOT","USD_CAP","A","2018",85034.728547,
"IRL","GDP","TOT","USD_CAP","A","2019",91072.866811,
"ITA","GDP","TOT","USD_CAP","A","2010",34833.890613,
"ITA","GDP","TOT","USD_CAP","A","2011",36203.328522,
"ITA","GDP","TOT","USD_CAP","A","2012",36091.373957,
"ITA","GDP","TOT","USD_CAP","A","2013",36267.925352,
"ITA","GDP","TOT","USD_CAP","A","2014",36475.976061,
"ITA","GDP","TOT","USD_CAP","A","2015",37206.331822,
"ITA","GDP","TOT","USD_CAP","A","2016",40267.222623,
"ITA","GDP","TOT","USD_CAP","A","2017",41951.466331,
"ITA","GDP","TOT","USD_CAP","A","2018",43427.663143,
"ITA","GDP","TOT","USD_CAP","A","2019",46470.021898,
"JPN","GDP","TOT","USD_CAP","A","2010",35342.824721,
"JPN","GDP","TOT","USD_CAP","A","2011",36215.006272,
"JPN","GDP","TOT","USD_CAP","A","2012",37628.675989,
"JPN","GDP","TOT","USD_CAP","A","2013",39436.682585,
"JPN","GDP","TOT","USD_CAP","A","2014",39559.763471,
"JPN","GDP","TOT","USD_CAP","A","2015",40908.781547,
"JPN","GDP","TOT","USD_CAP","A","2016",40642.704531,
"JPN","GDP","TOT","USD_CAP","A","2017",41531.221619,
"JPN","GDP","TOT","USD_CAP","A","2018",42264.585123,
"JPN","GDP","TOT","USD_CAP","A","2019",42835.817421,
"KOR","GDP","TOT","USD_CAP","A","2010",31736.700156,
"KOR","GDP","TOT","USD_CAP","A","2011",32546.517725,
"KOR","GDP","TOT","USD_CAP","A","2012",33557.030447,
"KOR","GDP","TOT","USD_CAP","A","2013",34244.239492,
"KOR","GDP","TOT","USD_CAP","A","2014",35324.260296,
"KOR","GDP","TOT","USD_CAP","A","2015",37902.361018,
"KOR","GDP","TOT","USD_CAP","A","2016",39575.302078,
"KOR","GDP","TOT","USD_CAP","A","2017",40957.347064,
"KOR","GDP","TOT","USD_CAP","A","2018",43044.340145,
"KOR","GDP","TOT","USD_CAP","A","2019",43864.890781,
"LUX","GDP","TOT","USD_CAP","A","2010",90241.979678,
"LUX","GDP","TOT","USD_CAP","A","2011",94278.922851,
"LUX","GDP","TOT","USD_CAP","A","2012",96535.745828,
"LUX","GDP","TOT","USD_CAP","A","2013",100561.366405,
"LUX","GDP","TOT","USD_CAP","A","2014",104917.945675,
"LUX","GDP","TOT","USD_CAP","A","2015",107898.304236,
"LUX","GDP","TOT","USD_CAP","A","2016",112955.470175,
"LUX","GDP","TOT","USD_CAP","A","2017",114862.528755,
"LUX","GDP","TOT","USD_CAP","A","2018",116334.724739,
"LUX","GDP","TOT","USD_CAP","A","2019",121111.047721,
"MEX","GDP","TOT","USD_CAP","A","2010",15815.914637,
"MEX","GDP","TOT","USD_CAP","A","2011",17200.937656,
"MEX","GDP","TOT","USD_CAP","A","2012",18287.362646,
"MEX","GDP","TOT","USD_CAP","A","2013",18481.030637,
"MEX","GDP","TOT","USD_CAP","A","2014",19153.918492,
"MEX","GDP","TOT","USD_CAP","A","2015",19395.333177,
"MEX","GDP","TOT","USD_CAP","A","2016",20410.424898,
"MEX","GDP","TOT","USD_CAP","A","2017",20756.351176,
"MEX","GDP","TOT","USD_CAP","A","2018",21131.36548,
"MEX","GDP","TOT","USD_CAP","A","2019",21116.853566,
"NLD","GDP","TOT","USD_CAP","A","2010",45037.177626,
"NLD","GDP","TOT","USD_CAP","A","2011",46599.227659,
"NLD","GDP","TOT","USD_CAP","A","2012",47271.968226,
"NLD","GDP","TOT","USD_CAP","A","2013",49242.786711,
"NLD","GDP","TOT","USD_CAP","A","2014",49233.230349,
"NLD","GDP","TOT","USD_CAP","A","2015",50288.352815,
"NLD","GDP","TOT","USD_CAP","A","2016",52289.404292,
"NLD","GDP","TOT","USD_CAP","A","2017",55089.58143,
"NLD","GDP","TOT","USD_CAP","A","2018",57825.399708,
"NLD","GDP","TOT","USD_CAP","A","2019",61089.14068,
"NZL","GDP","TOT","USD_CAP","A","2010",31127.474633,
"NZL","GDP","TOT","USD_CAP","A","2011",32638.103325,
"NZL","GDP","TOT","USD_CAP","A","2012",32916.91304,
"NZL","GDP","TOT","USD_CAP","A","2013",36084.865782,
"NZL","GDP","TOT","USD_CAP","A","2014",37084.794142,
"NZL","GDP","TOT","USD_CAP","A","2015",37246.951138,
"NZL","GDP","TOT","USD_CAP","A","2016",39696.946073,
"NZL","GDP","TOT","USD_CAP","A","2017",41994.487818,
"NZL","GDP","TOT","USD_CAP","A","2018",42320.906448,
"NZL","GDP","TOT","USD_CAP","A","2019",44886.215743,
"NOR","GDP","TOT","USD_CAP","A","2010",58222.617563,
"NOR","GDP","TOT","USD_CAP","A","2011",62461.20278,
"NOR","GDP","TOT","USD_CAP","A","2012",65768.753269,
"NOR","GDP","TOT","USD_CAP","A","2013",67372.928181,
"NOR","GDP","TOT","USD_CAP","A","2014",66335.459647,
"NOR","GDP","TOT","USD_CAP","A","2015",60721.583813,
"NOR","GDP","TOT","USD_CAP","A","2016",59263.430471,
"NOR","GDP","TOT","USD_CAP","A","2017",64589.163172,
"NOR","GDP","TOT","USD_CAP","A","2018",70252.735449,
"NOR","GDP","TOT","USD_CAP","A","2019",70938.225099,
"POL","GDP","TOT","USD_CAP","A","2010",20630.054357,
"POL","GDP","TOT","USD_CAP","A","2011",22386.227115,
"POL","GDP","TOT","USD_CAP","A","2012",23300.922905,
"POL","GDP","TOT","USD_CAP","A","2013",24028.186721,
"POL","GDP","TOT","USD_CAP","A","2014",25005.655694,
"POL","GDP","TOT","USD_CAP","A","2015",26495.814917,
"POL","GDP","TOT","USD_CAP","A","2016",27830.927735,
"POL","GDP","TOT","USD_CAP","A","2017",29609.446369,
"POL","GDP","TOT","USD_CAP","A","2018",31662.210541,
"POL","GDP","TOT","USD_CAP","A","2019",35099.141034,
"PRT","GDP","TOT","USD_CAP","A","2010",27257.232401,
"PRT","GDP","TOT","USD_CAP","A","2011",26769.42769,
"PRT","GDP","TOT","USD_CAP","A","2012",26438.140472,
"PRT","GDP","TOT","USD_CAP","A","2013",27936.006299,
"PRT","GDP","TOT","USD_CAP","A","2014",28742.313125,
"PRT","GDP","TOT","USD_CAP","A","2015",29660.845901,
"PRT","GDP","TOT","USD_CAP","A","2016",31607.610185,
"PRT","GDP","TOT","USD_CAP","A","2017",33044.70015,
"PRT","GDP","TOT","USD_CAP","A","2018",34928.61899,
"PRT","GDP","TOT","USD_CAP","A","2019",37845.056452,
"SVK","GDP","TOT","USD_CAP","A","2010",25218.341147,
"SVK","GDP","TOT","USD_CAP","A","2011",26260.184756,
"SVK","GDP","TOT","USD_CAP","A","2012",27000.730262,
"SVK","GDP","TOT","USD_CAP","A","2013",28021.090416,
"SVK","GDP","TOT","USD_CAP","A","2014",29029.587681,
"SVK","GDP","TOT","USD_CAP","A","2015",30062.179649,
"SVK","GDP","TOT","USD_CAP","A","2016",29737.53009,
"SVK","GDP","TOT","USD_CAP","A","2017",30147.015977,
"SVK","GDP","TOT","USD_CAP","A","2018",31374.187996,
"SVK","GDP","TOT","USD_CAP","A","2019",33949.002023,
"ESP","GDP","TOT","USD_CAP","A","2010",31687.026072,
"ESP","GDP","TOT","USD_CAP","A","2011",31872.363088,
"ESP","GDP","TOT","USD_CAP","A","2012",31724.785352,
"ESP","GDP","TOT","USD_CAP","A","2013",32463.123679,
"ESP","GDP","TOT","USD_CAP","A","2014",33558.976673,
"ESP","GDP","TOT","USD_CAP","A","2015",34945.481614,
"ESP","GDP","TOT","USD_CAP","A","2016",37333.06491,
"ESP","GDP","TOT","USD_CAP","A","2017",39601.479631,
"ESP","GDP","TOT","USD_CAP","A","2018",40776.768298,
"ESP","GDP","TOT","USD_CAP","A","2019",43767.034223,
"SWE","GDP","TOT","USD_CAP","A","2010",42216.615352,
"SWE","GDP","TOT","USD_CAP","A","2011",44608.584887,
"SWE","GDP","TOT","USD_CAP","A","2012",45432.431014,
"SWE","GDP","TOT","USD_CAP","A","2013",46312.397402,
"SWE","GDP","TOT","USD_CAP","A","2014",47184.673173,
"SWE","GDP","TOT","USD_CAP","A","2015",49103.131953,
"SWE","GDP","TOT","USD_CAP","A","2016",50430.25079,
"SWE","GDP","TOT","USD_CAP","A","2017",51947.95578,
"SWE","GDP","TOT","USD_CAP","A","2018",53521.635778,
"SWE","GDP","TOT","USD_CAP","A","2019",57229.77494,
"CHE","GDP","TOT","USD_CAP","A","2010",54342.569299,
"CHE","GDP","TOT","USD_CAP","A","2011",57493.56602,
"CHE","GDP","TOT","USD_CAP","A","2012",59440.934085,
"CHE","GDP","TOT","USD_CAP","A","2013",61656.490978,
"CHE","GDP","TOT","USD_CAP","A","2014",63417.043081,
"CHE","GDP","TOT","USD_CAP","A","2015",65265.050827,
"CHE","GDP","TOT","USD_CAP","A","2016",67350.735189,
"CHE","GDP","TOT","USD_CAP","A","2017",68193.502958,
"CHE","GDP","TOT","USD_CAP","A","2018",70688.84449,
"CHE","GDP","TOT","USD_CAP","A","2019",73732.233559,
"TUR","GDP","TOT","USD_CAP","A","2010",17343.719987,
"TUR","GDP","TOT","USD_CAP","A","2011",19590.858369,
"TUR","GDP","TOT","USD_CAP","A","2012",20627.440729,
"TUR","GDP","TOT","USD_CAP","A","2013",22373.136543,
"TUR","GDP","TOT","USD_CAP","A","2014",24104.984583,
"TUR","GDP","TOT","USD_CAP","A","2015",25855.912681,
"TUR","GDP","TOT","USD_CAP","A","2016",26695.909373,
"TUR","GDP","TOT","USD_CAP","A","2017",28193.061398,
"TUR","GDP","TOT","USD_CAP","A","2018",28281.473275,
"TUR","GDP","TOT","USD_CAP","A","2019",28421.268952,
"GBR","GDP","TOT","USD_CAP","A","2010",36491.346386,
"GBR","GDP","TOT","USD_CAP","A","2011",37208.971903,
"GBR","GDP","TOT","USD_CAP","A","2012",38340.215681,
"GBR","GDP","TOT","USD_CAP","A","2013",39968.102283,
"GBR","GDP","TOT","USD_CAP","A","2014",41281.542063,
"GBR","GDP","TOT","USD_CAP","A","2015",42500.909156,
"GBR","GDP","TOT","USD_CAP","A","2016",44057.689096,
"GBR","GDP","TOT","USD_CAP","A","2017",46061.354379,
"GBR","GDP","TOT","USD_CAP","A","2018",47107.7092,
"GBR","GDP","TOT","USD_CAP","A","2019",49940.54115,
"USA","GDP","TOT","USD_CAP","A","2010",48570.289731,
"USA","GDP","TOT","USD_CAP","A","2011",49951.907651,
"USA","GDP","TOT","USD_CAP","A","2012",51644.991659,
"USA","GDP","TOT","USD_CAP","A","2013",53116.521969,
"USA","GDP","TOT","USD_CAP","A","2014",54914.368228,
"USA","GDP","TOT","USD_CAP","A","2015",56520.609227,
"USA","GDP","TOT","USD_CAP","A","2016",57592.691515,
"USA","GDP","TOT","USD_CAP","A","2017",59589.233923,
"USA","GDP","TOT","USD_CAP","A","2018",62449.612827,
"USA","GDP","TOT","USD_CAP","A","2019",64690.272395,
"CHL","GDP","TOT","USD_CAP","A","2010",18041.314313,
"CHL","GDP","TOT","USD_CAP","A","2011",20235.570348,
"CHL","GDP","TOT","USD_CAP","A","2012",21458.812331,
"CHL","GDP","TOT","USD_CAP","A","2013",22295.740021,
"CHL","GDP","TOT","USD_CAP","A","2014",22650.712398,
"CHL","GDP","TOT","USD_CAP","A","2015",22563.582179,
"CHL","GDP","TOT","USD_CAP","A","2016",23384.612377,
"CHL","GDP","TOT","USD_CAP","A","2017",24479.458726,
"CHL","GDP","TOT","USD_CAP","A","2018",25496.431051,
"CHL","GDP","TOT","USD_CAP","A","2019",25762.123537,
"CHN","GDP","TOT","USD_CAP","A","2010",9232.660118,
"CHN","GDP","TOT","USD_CAP","A","2011",10261.470654,
"CHN","GDP","TOT","USD_CAP","A","2012",11127.3668,
"CHN","GDP","TOT","USD_CAP","A","2013",11837.589428,
"CHN","GDP","TOT","USD_CAP","A","2014",12438.630325,
"CHN","GDP","TOT","USD_CAP","A","2015",12865.800384,
"CHN","GDP","TOT","USD_CAP","A","2016",13439.508987,
"CHN","GDP","TOT","USD_CAP","A","2017",14203.909059,
"CHN","GDP","TOT","USD_CAP","A","2018",15468.603003,
"CHN","GDP","TOT","USD_CAP","A","2019",16627.819076,
"COL","GDP","TOT","USD_CAP","A","2010",11206.221832,
"COL","GDP","TOT","USD_CAP","A","2011",12108.234854,
"COL","GDP","TOT","USD_CAP","A","2012",12530.807654,
"COL","GDP","TOT","USD_CAP","A","2013",13266.002148,
"COL","GDP","TOT","USD_CAP","A","2014",13777.241959,
"COL","GDP","TOT","USD_CAP","A","2015",13762.750912,
"COL","GDP","TOT","USD_CAP","A","2016",14514.224389,
"COL","GDP","TOT","USD_CAP","A","2017",14930.865719,
"COL","GDP","TOT","USD_CAP","A","2018",15814.696386,
"COL","GDP","TOT","USD_CAP","A","2019",16712.410595,
"EST","GDP","TOT","USD_CAP","A","2010",21586.141556,
"EST","GDP","TOT","USD_CAP","A","2011",24515.48857,
"EST","GDP","TOT","USD_CAP","A","2012",25946.944889,
"EST","GDP","TOT","USD_CAP","A","2013",27418.689637,
"EST","GDP","TOT","USD_CAP","A","2014",28917.833656,
"EST","GDP","TOT","USD_CAP","A","2015",29222.748082,
"EST","GDP","TOT","USD_CAP","A","2016",31310.152103,
"EST","GDP","TOT","USD_CAP","A","2017",33867.803542,
"EST","GDP","TOT","USD_CAP","A","2018",36488.637421,
"EST","GDP","TOT","USD_CAP","A","2019",39640.13326,
"IND","GDP","TOT","USD_CAP","A","2010",4296.234885,"E"
"IND","GDP","TOT","USD_CAP","A","2011",4605.230111,
"IND","GDP","TOT","USD_CAP","A","2012",4982.312076,
"IND","GDP","TOT","USD_CAP","A","2013",5177.871752,
"IND","GDP","TOT","USD_CAP","A","2014",5352.029977,
"IND","GDP","TOT","USD_CAP","A","2015",5580.513112,
"IND","GDP","TOT","USD_CAP","A","2016",5954.581745,
"IND","GDP","TOT","USD_CAP","A","2017",6299.036721,
"IND","GDP","TOT","USD_CAP","A","2018",6799.502382,
"IND","GDP","TOT","USD_CAP","A","2019",7104.214286,
"IDN","GDP","TOT","USD_CAP","A","2010",8624.923947,
"IDN","GDP","TOT","USD_CAP","A","2011",9213.212405,
"IDN","GDP","TOT","USD_CAP","A","2012",9833.689555,
"IDN","GDP","TOT","USD_CAP","A","2013",10188.331849,
"IDN","GDP","TOT","USD_CAP","A","2014",10398.959732,
"IDN","GDP","TOT","USD_CAP","A","2015",10359.295932,
"IDN","GDP","TOT","USD_CAP","A","2016",10618.699441,
"IDN","GDP","TOT","USD_CAP","A","2017",11073.520666,
"IDN","GDP","TOT","USD_CAP","A","2018",11799.794466,
"IDN","GDP","TOT","USD_CAP","A","2019",12484.384744,
"ISR","GDP","TOT","USD_CAP","A","2010",29372.334507,
"ISR","GDP","TOT","USD_CAP","A","2011",31244.430296,
"ISR","GDP","TOT","USD_CAP","A","2012",32414.616221,
"ISR","GDP","TOT","USD_CAP","A","2013",34744.038069,
"ISR","GDP","TOT","USD_CAP","A","2014",34729.392705,
"ISR","GDP","TOT","USD_CAP","A","2015",35795.506413,
"ISR","GDP","TOT","USD_CAP","A","2016",38084.528912,
"ISR","GDP","TOT","USD_CAP","A","2017",39352.294675,
"ISR","GDP","TOT","USD_CAP","A","2018",40082.466095,
"ISR","GDP","TOT","USD_CAP","A","2019",41236.223827,
"RUS","GDP","TOT","USD_CAP","A","2010",22008.299275,"E"
"RUS","GDP","TOT","USD_CAP","A","2011",22798.673917,
"RUS","GDP","TOT","USD_CAP","A","2012",24303.491049,
"RUS","GDP","TOT","USD_CAP","A","2013",26073.873547,
"RUS","GDP","TOT","USD_CAP","A","2014",25761.66151,
"RUS","GDP","TOT","USD_CAP","A","2015",24085.312853,
"RUS","GDP","TOT","USD_CAP","A","2016",24128.081806,
"RUS","GDP","TOT","USD_CAP","A","2017",25926.431403,
"RUS","GDP","TOT","USD_CAP","A","2018",28821.242897,
"RUS","GDP","TOT","USD_CAP","A","2019",29967.119348,
"SVN","GDP","TOT","USD_CAP","A","2010",27818.84242,
"SVN","GDP","TOT","USD_CAP","A","2011",28931.423641,
"SVN","GDP","TOT","USD_CAP","A","2012",29048.325999,
"SVN","GDP","TOT","USD_CAP","A","2013",29979.618841,
"SVN","GDP","TOT","USD_CAP","A","2014",30872.72888,
"SVN","GDP","TOT","USD_CAP","A","2015",31631.838376,
"SVN","GDP","TOT","USD_CAP","A","2016",33942.76789,
"SVN","GDP","TOT","USD_CAP","A","2017",36517.579273,
"SVN","GDP","TOT","USD_CAP","A","2018",39008.297051,
"SVN","GDP","TOT","USD_CAP","A","2019",42735.107154,
"ZAF","GDP","TOT","USD_CAP","A","2010",12994.908386,
"ZAF","GDP","TOT","USD_CAP","A","2011",13503.769127,
"ZAF","GDP","TOT","USD_CAP","A","2012",13356.612371,
"ZAF","GDP","TOT","USD_CAP","A","2013",13787.93583,
"ZAF","GDP","TOT","USD_CAP","A","2014",13815.551011,
"ZAF","GDP","TOT","USD_CAP","A","2015",13941.996711,
"ZAF","GDP","TOT","USD_CAP","A","2016",14006.152389,
"ZAF","GDP","TOT","USD_CAP","A","2017",14134.028896,
"ZAF","GDP","TOT","USD_CAP","A","2018",14545.431392,
"ZAF","GDP","TOT","USD_CAP","A","2019",14654.557239,
"OECD","GDP","TOT","USD_CAP","A","2010",34609.66405,"B"
"OECD","GDP","TOT","USD_CAP","A","2011",35996.196102,
"OECD","GDP","TOT","USD_CAP","A","2012",37021.007229,
"OECD","GDP","TOT","USD_CAP","A","2013",38355.863094,
"OECD","GDP","TOT","USD_CAP","A","2014",39453.622273,
"OECD","GDP","TOT","USD_CAP","A","2015",40569.982506,
"OECD","GDP","TOT","USD_CAP","A","2016",41966.381208,
"OECD","GDP","TOT","USD_CAP","A","2017",43563.677562,
"OECD","GDP","TOT","USD_CAP","A","2018",45192.425239,
"OECD","GDP","TOT","USD_CAP","A","2019",47134.523826,"P"
"OECDE","GDP","TOT","USD_CAP","A","2010",32707.740116,"B"
"OECDE","GDP","TOT","USD_CAP","A","2011",34271.774577,
"OECDE","GDP","TOT","USD_CAP","A","2012",34900.867034,
"OECDE","GDP","TOT","USD_CAP","A","2013",36248.916742,
"OECDE","GDP","TOT","USD_CAP","A","2014",37402.557683,
"OECDE","GDP","TOT","USD_CAP","A","2015",38593.008837,
"OECDE","GDP","TOT","USD_CAP","A","2016",40575.505231,
"OECDE","GDP","TOT","USD_CAP","A","2017",42554.309921,
"OECDE","GDP","TOT","USD_CAP","A","2018",44161.180212,
"OECDE","GDP","TOT","USD_CAP","A","2019",47017.341036,"P"
"LVA","GDP","TOT","USD_CAP","A","2010",17708.320939,
"LVA","GDP","TOT","USD_CAP","A","2011",19256.73814,
"LVA","GDP","TOT","USD_CAP","A","2012",21297.511047,
"LVA","GDP","TOT","USD_CAP","A","2013",22637.271116,
"LVA","GDP","TOT","USD_CAP","A","2014",23810.006345,
"LVA","GDP","TOT","USD_CAP","A","2015",24975.538218,
"LVA","GDP","TOT","USD_CAP","A","2016",26724.53857,
"LVA","GDP","TOT","USD_CAP","A","2017",28689.652045,
"LVA","GDP","TOT","USD_CAP","A","2018",30891.883835,
"LVA","GDP","TOT","USD_CAP","A","2019",33305.565395,
"BRA","GDP","TOT","USD_CAP","A","2010",14361.511307,
"BRA","GDP","TOT","USD_CAP","A","2011",15109.737403,
"BRA","GDP","TOT","USD_CAP","A","2012",15120.063649,
"BRA","GDP","TOT","USD_CAP","A","2013",15669.140139,
